	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
8	8	0.016124483197927475	9198	3	11	indios		NEU	2	retos
9	9	0.013676855713129044	3079	3	11	indios		NEG	1	abril
0	0	0.04101132974028587	4174	4	11	indios		POS	10	buenos
1	1	0.03651288151741028	32820	4	11	indios		POS	9	bienvenidos
2	2	0.03008401021361351	36858	4	11	indios		NEU	8	optimistas
3	3	0.029121851548552513	3842	4	11	indios		POS	7	buenas
4	4	0.022964322939515114	1605	4	11	indios		POS	6	grandes
5	5	0.020192518830299377	2945	4	11	indios		POS	5	éxito
6	6	0.017020761966705322	18	4	11	indios		NEG	4	.
7	7	0.016190707683563232	30	4	11	indios		NEG	3	:
8	8	0.012630552984774113	625	4	11	indios		NEU	2	3
9	9	0.011043304577469826	10171	4	11	indios		POS	1	felices
0	0	0.024965595453977585	679	5	11	indios		NEU	10	años
1	1	0.024054327979683876	2852	5	11	indios		NEG	9	mayo
2	2	0.017827359959483147	2152	5	11	indios		NEU	8	nuevos
3	3	0.016273364424705505	32820	5	11	indios		POS	7	bienvenidos
4	4	0.015529308468103409	3079	5	11	indios		NEG	6	abril
5	5	0.01519201323390007	1605	5	11	indios		POS	5	grandes
6	6	0.012835729867219925	18	5	11	indios		NEG	4	.
7	7	0.012394181452691555	6001	5	11	indios		NEU	3	fuertes
8	8	0.011861501261591911	4174	5	11	indios		POS	2	buenos
9	9	0.011430218815803528	2601	5	11	indios		NEG	1	diciembre
0	0	0.08356179296970367	679	6	11	indios		NEU	10	años
1	1	0.04782336205244064	4174	6	11	indios		POS	9	buenos
2	2	0.021699873730540276	1605	6	11	indios		NEU	8	grandes
3	3	0.01973276399075985	2152	6	11	indios		NEU	7	nuevos
4	4	0.01720574125647545	3657	6	11	indios		NEG	6	pocos
5	5	0.01341494545340538	625	6	11	indios		NEU	5	3
6	6	0.008683082647621632	413	6	11	indios		NEU	4	2
7	7	0.008349021896719933	1404	6	11	indios		NEG	3	millones
8	8	0.008223400451242924	1752	6	11	indios		NEU	2	meses
9	9	0.00801457092165947	404	6	11	indios		NEU	1	1
0	0	0.16496728360652924	2792	7	11	indios		NEU	10	jóvenes
1	1	0.029102185741066933	3452	7	11	indios		NEU	9	pequeños
2	2	0.027098244056105614	1605	7	11	indios		POS	8	grandes
3	3	0.02572769671678543	2152	7	11	indios		NEU	7	nuevos
4	4	0.024671396240592003	9931	7	11	indios		POS	6	ricos
5	5	0.023519685491919518	19112	7	11	indios		NEG	5	vendidos
6	6	0.02049974352121353	6001	7	11	indios		POS	4	fuertes
7	7	0.019750503823161125	8111	7	11	indios		NEG	3	pobres
8	8	0.019312957301735878	20943	7	11	indios		POS	2	bellos
9	9	0.019233353435993195	43238	7	11	indios		POS	1	guapos
0	0	0.040128953754901886	1605	8	11	indios		NEU	10	grandes
1	1	0.032988909631967545	6001	8	11	indios		NEU	9	fuertes
2	2	0.029631085693836212	6625	8	11	indios		NEU	8	activos
3	3	0.028584066778421402	2792	8	11	indios		NEU	7	jóvenes
4	4	0.028192594647407532	19112	8	11	indios		NEG	6	vendidos
5	5	0.02785354107618332	2152	8	11	indios		NEU	5	nuevos
6	6	0.026642873883247375	3452	8	11	indios		NEU	4	pequeños
7	7	0.02400362677872181	9931	8	11	indios		NEU	3	ricos
8	8	0.020511936396360397	18	8	11	indios		NEG	2	.
9	9	0.01822766102850437	8401	8	11	indios		NEG	1	afectados
0	0	0.042417265474796295	6571	9	11	indios		NEU	10	populares
1	1	0.034861523658037186	9931	9	11	indios		NEU	9	ricos
2	2	0.034353695809841156	6625	9	11	indios		NEU	8	activos
3	3	0.030324719846248627	2792	9	11	indios		NEU	7	jóvenes
4	4	0.029161328449845314	8401	9	11	indios		NEG	6	afectados
5	5	0.026695528998970985	8111	9	11	indios		NEG	5	pobres
6	6	0.023232970386743546	1605	9	11	indios		POS	4	grandes
7	7	0.0196742694824934	43564	9	11	indios		NEU	3	buscados
8	8	0.017887935042381287	3452	9	11	indios		NEU	2	pequeños
9	9	0.017294825986027718	2152	9	11	indios		NEU	1	nuevos
0	0	0.06081857532262802	6625	10	11	indios		NEU	10	activos
1	1	0.042728208005428314	43564	10	11	indios		NEU	9	buscados
2	2	0.03192562237381935	9931	10	11	indios		POS	8	ricos
3	3	0.03149045631289482	3452	10	11	indios		NEU	7	pequeños
4	4	0.02845761366188526	8401	10	11	indios		NEG	6	afectados
5	5	0.02833426184952259	8323	10	11	indios		NEG	5	bajos
6	6	0.02551831491291523	37113	10	11	indios		NEU	4	visitados
7	7	0.024653038010001183	2792	10	11	indios		NEU	3	jóvenes
8	8	0.022567862644791603	1605	10	11	indios		POS	2	grandes
9	9	0.02045602723956108	6001	10	11	indios		NEU	1	fuertes
0	0	0.04347342997789383	4174	11	11	indios		POS	10	buenos
1	1	0.03460019826889038	1605	11	11	indios		POS	9	grandes
2	2	0.023551177233457565	2843	11	11	indios		NEG	8	fuerte
3	3	0.02347605489194393	9931	11	11	indios		POS	7	ricos
4	4	0.023153522983193398	6001	11	11	indios		NEU	6	fuertes
5	5	0.022409511730074883	18	11	11	indios		NEG	5	.
6	6	0.014085585251450539	36858	11	11	indios		NEU	4	optimistas
7	7	0.012071720324456692	3657	11	11	indios		NEG	3	pocos
8	8	0.011730681173503399	2792	11	11	indios		NEU	2	jóvenes
9	9	0.010461420752108097	8111	11	11	indios		NEG	1	pobres
0	0	0.0346326045691967	679	12	11	indios		NEG	10	años
1	1	0.031462784856557846	1152	12	11	indios		NEG	9	días
2	2	0.020073695108294487	1404	12	11	indios		NEG	8	millones
3	3	0.018201395869255066	1752	12	11	indios		NEG	7	meses
4	4	0.017575254663825035	1605	12	11	indios		POS	6	grandes
5	5	0.01547817513346672	1167	12	11	indios		POS	5	10
6	6	0.015309144742786884	14729	12	11	indios		NEG	4	pares
7	7	0.014954308979213238	791	12	11	indios		NEG	3	5
8	8	0.013817726634442806	2323	12	11	indios		NEG	2	hombres
9	9	0.012967684306204319	1097	12	11	indios		NEG	1	7
0	0	0.03146672993898392	2852	0	11	rusos		NEG	10	mayo
1	1	0.02617313154041767	2152	0	11	rusos		NEU	9	nuevos
2	2	0.023187866434454918	10171	0	11	rusos		POS	8	felices
3	3	0.017731308937072754	4174	0	11	rusos		POS	7	buenos
4	4	0.01754782721400261	2601	0	11	rusos		NEG	6	diciembre
5	5	0.016853997483849525	3079	0	11	rusos		NEG	5	abril
6	6	0.014916216023266315	3008	0	11	rusos		NEG	4	marzo
7	7	0.014483345672488213	726	0	11	rusos		NEG	3	todos
8	8	0.012084647081792355	2581	0	11	rusos		NEG	2	octubre
9	9	0.011737598106265068	2599	0	11	rusos		NEG	1	noviembre
0	0	0.05331312492489815	21996	1	11	rusos		NEU	10	jovenes
1	1	0.02271512895822525	18	1	11	rusos		NEU	9	.
2	2	0.020400935783982277	2152	1	11	rusos		NEU	8	nuevos
3	3	0.019910605624318123	4174	1	11	rusos		POS	7	buenos
4	4	0.013757281936705112	1605	1	11	rusos		POS	6	grandes
5	5	0.008227698504924774	316	1	11	rusos		NEU	5	los
6	6	0.007960919290781021	36858	1	11	rusos		NEU	4	optimistas
7	7	0.007904548197984695	3842	1	11	rusos		POS	3	buenas
8	8	0.007807146292179823	263	1	11	rusos		NEU	2	de
9	9	0.007622952573001385	6001	1	11	rusos		POS	1	fuertes
0	0	0.047936130315065384	404	2	11	rusos		NEG	10	1
1	1	0.03705079108476639	18	2	11	rusos		NEG	9	.
2	2	0.032494839280843735	679	2	11	rusos		NEG	8	años
3	3	0.01797056384384632	413	2	11	rusos		NEG	7	2
4	4	0.0178996492177248	3239	2	11	rusos		NEG	6	trabajadores
5	5	0.015680544078350067	726	2	11	rusos		NEG	5	todos
6	6	0.014965247362852097	2323	2	11	rusos		NEG	4	hombres
7	7	0.012321282178163528	1118	2	11	rusos		NEG	3	8
8	8	0.012184739112854004	1752	2	11	rusos		NEG	2	meses
9	9	0.012005939148366451	3548	2	11	rusos		NEU	1	valores
0	0	0.027980035170912743	32820	3	11	rusos		POS	10	bienvenidos
1	1	0.02017422392964363	2852	3	11	rusos		NEG	9	mayo
2	2	0.02003716677427292	18	3	11	rusos		NEU	8	.
3	3	0.017652424052357674	1605	3	11	rusos		POS	7	grandes
4	4	0.01579453982412815	2152	3	11	rusos		NEU	6	nuevos
5	5	0.013689164072275162	679	3	11	rusos		NEU	5	años
6	6	0.012211920693516731	36858	3	11	rusos		NEU	4	optimistas
7	7	0.0109060974791646	6001	3	11	rusos		NEU	3	fuertes
8	8	0.009499313309788704	4174	3	11	rusos		POS	2	buenos
9	9	0.009281545877456665	30	3	11	rusos		NEU	1	:
0	0	0.05443723872303963	4174	4	11	rusos		POS	10	buenos
1	1	0.026156239211559296	30	4	11	rusos		NEU	9	:
2	2	0.024562889710068703	11748	4	11	rusos		NEU	8	positivos
3	3	0.018866583704948425	1605	4	11	rusos		POS	7	grandes
4	4	0.01735270582139492	18	4	11	rusos		NEU	6	.
5	5	0.014847821556031704	6390	4	11	rusos		NEU	5	altos
6	6	0.013819236308336258	9003	4	11	rusos		POS	4	excelentes
7	7	0.013297499157488346	679	4	11	rusos		NEU	3	años
8	8	0.012948141433298588	26395	4	11	rusos		NEU	2	realistas
9	9	0.011873987503349781	625	4	11	rusos		NEU	1	3
0	0	0.033224042505025864	679	5	11	rusos		NEU	10	años
1	1	0.03294380381703377	2852	5	11	rusos		NEU	9	mayo
2	2	0.03247533738613129	18	5	11	rusos		NEU	8	.
3	3	0.019361862912774086	316	5	11	rusos		NEG	7	los
4	4	0.01933586224913597	2152	5	11	rusos		NEU	6	nuevos
5	5	0.017299247905611992	32820	5	11	rusos		POS	5	bienvenidos
6	6	0.017265576869249344	1605	5	11	rusos		POS	4	grandes
7	7	0.015677545219659805	2601	5	11	rusos		NEU	3	diciembre
8	8	0.015543071553111076	3079	5	11	rusos		NEU	2	abril
9	9	0.014909015037119389	4295	5	11	rusos		NEU	1	*
0	0	0.03981521353125572	679	6	11	rusos		NEU	10	años
1	1	0.03014863096177578	726	6	11	rusos		NEG	9	todos
2	2	0.01775403507053852	625	6	11	rusos		NEU	8	3
3	3	0.015093685127794743	4174	6	11	rusos		POS	7	buenos
4	4	0.013821437954902649	1404	6	11	rusos		NEU	6	millones
5	5	0.01365374494343996	413	6	11	rusos		NEU	5	2
6	6	0.0117855966091156	3079	6	11	rusos		NEU	4	abril
7	7	0.010998004116117954	2152	6	11	rusos		NEU	3	nuevos
8	8	0.010711409151554108	2852	6	11	rusos		NEG	2	mayo
9	9	0.009550457820296288	404	6	11	rusos		NEU	1	1
0	0	0.52218097448349	2792	7	11	rusos		NEU	10	jóvenes
1	1	0.320268839597702	21996	7	11	rusos		NEU	9	jovenes
2	2	0.030371107161045074	43238	7	11	rusos		POS	8	guapos
3	3	0.02327374741435051	5839	7	11	rusos		NEU	7	chicos
4	4	0.013646927662193775	3452	7	11	rusos		NEU	6	pequeños
5	5	0.0056760371662676334	11461	7	11	rusos		NEU	5	viejos
6	6	0.0031262491829693317	2655	7	11	rusos		NEU	4	joven
7	7	0.0026460394728928804	2152	7	11	rusos		NEU	3	nuevos
8	8	0.002255787141621113	8111	7	11	rusos		NEG	2	pobres
9	9	0.002222759649157524	7382	7	11	rusos		NEU	1	adolescentes
0	0	0.03949408605694771	6625	8	11	rusos		NEU	10	activos
1	1	0.03807712718844414	3452	8	11	rusos		NEU	9	pequeños
2	2	0.03289118781685829	17050	8	11	rusos		NEG	8	peligrosos
3	3	0.03238437697291374	1605	8	11	rusos		POS	7	grandes
4	4	0.029347723349928856	9931	8	11	rusos		POS	6	ricos
5	5	0.02733977511525154	2792	8	11	rusos		NEU	5	jóvenes
6	6	0.024281321093440056	43564	8	11	rusos		NEU	4	buscados
7	7	0.01934869773685932	6001	8	11	rusos		NEU	3	fuertes
8	8	0.019185388460755348	2804	8	11	rusos		POS	2	importantes
9	9	0.018637564033269882	2152	8	11	rusos		NEU	1	nuevos
0	0	0.0665222778916359	9931	9	11	rusos		POS	10	ricos
1	1	0.0657893568277359	8111	9	11	rusos		NEG	9	pobres
2	2	0.05561654642224312	2792	9	11	rusos		NEU	8	jóvenes
3	3	0.04262202978134155	3452	9	11	rusos		NEU	7	pequeños
4	4	0.039334703236818314	43238	9	11	rusos		POS	6	guapos
5	5	0.03608649969100952	6571	9	11	rusos		NEU	5	populares
6	6	0.02408907376229763	16888	9	11	rusos		NEG	4	débiles
7	7	0.023347018286585808	43564	9	11	rusos		NEU	3	buscados
8	8	0.015411905944347382	12469	9	11	rusos		NEU	2	destacados
9	9	0.01528762374073267	1605	9	11	rusos		POS	1	grandes
0	0	0.14788509905338287	3452	10	11	rusos		NEU	10	pequeños
1	1	0.0880899727344513	37113	10	11	rusos		NEU	9	visitados
2	2	0.07260783016681671	43564	10	11	rusos		NEU	8	buscados
3	3	0.049792103469371796	6571	10	11	rusos		NEU	7	populares
4	4	0.029396485537290573	2792	10	11	rusos		NEU	6	jóvenes
5	5	0.02891838550567627	9931	10	11	rusos		POS	5	ricos
6	6	0.026028050109744072	6625	10	11	rusos		NEU	4	activos
7	7	0.02003888040781021	1605	10	11	rusos		POS	3	grandes
8	8	0.01902000419795513	19900	10	11	rusos		NEG	2	caros
9	9	0.018036428838968277	33502	10	11	rusos		POS	1	valorados
0	0	0.1674996316432953	4174	11	11	rusos		POS	10	buenos
1	1	0.024147184565663338	13447	11	11	rusos		NEU	9	críticos
2	2	0.023103058338165283	9931	11	11	rusos		POS	8	ricos
3	3	0.02288002334535122	6571	11	11	rusos		NEU	7	populares
4	4	0.020984100177884102	18	11	11	rusos		NEG	6	.
5	5	0.020489150658249855	2562	11	11	rusos		POS	5	bueno
6	6	0.020013127475976944	36858	11	11	rusos		NEU	4	optimistas
7	7	0.019035890698432922	19733	11	11	rusos		POS	3	creativos
8	8	0.016813892871141434	43238	11	11	rusos		POS	2	guapos
9	9	0.016651049256324768	6001	11	11	rusos		NEU	1	fuertes
0	0	0.030816365033388138	14729	12	11	rusos		NEG	10	pares
1	1	0.021443074569106102	1167	12	11	rusos		POS	9	10
2	2	0.019333353266119957	1605	12	11	rusos		POS	8	grandes
3	3	0.01784319058060646	2342	12	11	rusos		NEU	7	amigos
4	4	0.014916536398231983	679	12	11	rusos		NEG	6	años
5	5	0.012287585064768791	2323	12	11	rusos		NEG	5	hombres
6	6	0.010731587186455727	18	12	11	rusos		NEG	4	.
7	7	0.009846976026892662	404	12	11	rusos		NEG	3	1
8	8	0.008729145862162113	47216	12	11	rusos		NEG	2	idiotas
9	9	0.008369700983166695	791	12	11	rusos		NEG	1	5
