	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
4	4	0.024300318211317062	11063	2	4	indios		NEG	6	locos
5	5	0.02252531610429287	25837	2	4	indios		NEG	5	inútiles
6	6	0.020179936662316322	6088	2	4	indios		NEG	4	pocos
7	7	0.017346907407045364	17219	2	4	indios		NEG	3	cerdos
8	8	0.017102139070630074	17870	2	4	indios		NEG	2	monstruos
9	9	0.015179712325334549	5987	2	4	indios		POS	1	buenos
0	0	0.06986701488494873	8002	3	4	indios		NEG	10	blancos
1	1	0.05742365121841431	13052	3	4	indios		NEG	9	indios
2	2	0.04040335491299629	12880	3	4	indios		NEG	8	esclavos
3	3	0.039648041129112244	8138	3	4	indios		NEG	7	extranjeros
4	4	0.03695293143391609	10121	3	4	indios		NEU	6	españoles
5	5	0.024756675586104393	10191	3	4	indios		NEG	5	negros
6	6	0.02178707905113697	24035	3	4	indios		POS	4	bienvenidos
7	7	0.020641859620809555	19190	3	4	indios		NEU	3	nativos
8	8	0.020306436344981194	6895	3	4	indios		NEU	2	indígenas
9	9	0.01894577592611313	12627	3	4	indios		NEG	1	peligrosos
0	0	0.10180138051509857	13052	4	4	indios		NEG	10	indios
1	1	0.05773420259356499	8138	4	4	indios		NEG	9	extranjeros
2	2	0.0462988018989563	8002	4	4	indios		NEG	8	blancos
3	3	0.03779151290655136	12880	4	4	indios		NEG	7	esclavos
4	4	0.03316553682088852	24035	4	4	indios		POS	6	bienvenidos
5	5	0.031186755746603012	10121	4	4	indios		NEU	5	españoles
6	6	0.017630351707339287	19507	4	4	indios		NEU	4	católicos
7	7	0.017248934134840965	6895	4	4	indios		NEU	3	indígenas
8	8	0.015544343739748001	21897	4	4	indios		POS	2	pacíficos
9	9	0.014077914878726006	10323	4	4	indios		NEG	1	iguales
0	0	0.1111612543463707	24035	5	4	indios		POS	10	bienvenidos
1	1	0.04594769701361656	15439	5	4	indios		NEU	9	turistas
2	2	0.0423443466424942	8138	5	4	indios		NEG	8	extranjeros
3	3	0.030034255236387253	16556	5	4	indios		NEU	7	famosos
4	4	0.022152207791805267	13052	5	4	indios		NEG	6	indios
5	5	0.01866559498012066	12627	5	4	indios		NEG	5	peligrosos
6	6	0.018098978325724602	8002	5	4	indios		NEU	4	blancos
7	7	0.01678985171020031	24089	5	4	indios		NEG	3	desconocidos
8	8	0.012179666198790073	19945	5	4	indios		NEG	2	escasos
9	9	0.009853014722466469	28279	5	4	indios		NEG	1	ciegos
0	0	0.4409737288951874	13052	6	4	indios		NEG	10	indios
1	1	0.09672977030277252	8002	6	4	indios		NEG	9	blancos
2	2	0.03741230443120003	10323	6	4	indios		NEG	8	iguales
3	3	0.03426630049943924	10121	6	4	indios		NEU	7	españoles
4	4	0.02476750686764717	19190	6	4	indios		NEU	6	nativos
5	5	0.01909552700817585	12880	6	4	indios		NEG	5	esclavos
6	6	0.01551425363868475	6895	6	4	indios		NEU	4	indígenas
7	7	0.01421059388667345	10191	6	4	indios		NEG	3	negros
8	8	0.01237448025494814	19609	6	4	indios		NEG	2	mexicanos
9	9	0.012041101232171059	12369	6	4	indios		NEU	1	americanos
0	0	0.08739999681711197	9378	7	4	indios		NEG	10	viejos
1	1	0.07127097249031067	3037	7	4	indios		POS	9	grandes
2	2	0.059821028262376785	4195	7	4	indios		NEU	8	jóvenes
3	3	0.05053738132119179	8109	7	4	indios		NEU	7	fuertes
4	4	0.04399704560637474	5408	7	4	indios		NEU	6	pequeños
5	5	0.04006228595972061	8757	7	4	indios		NEU	5	antiguos
6	6	0.02766440436244011	3697	7	4	indios		POS	4	importantes
7	7	0.027181018143892288	30173	7	4	indios		NEU	3	aptos
8	8	0.02602545917034149	12627	7	4	indios		NEG	2	peligrosos
9	9	0.022939300164580345	23745	7	4	indios		POS	1	valientes
0	0	0.05619300529360771	12627	8	4	indios		NEG	10	peligrosos
1	1	0.053868938237428665	3697	8	4	indios		POS	9	importantes
2	2	0.04979164898395538	5408	8	4	indios		NEU	8	pequeños
3	3	0.04768233373761177	7056	8	4	indios		NEG	7	pobres
4	4	0.04237271845340729	3037	8	4	indios		NEU	6	grandes
5	5	0.04199191927909851	8109	8	4	indios		NEU	5	fuertes
6	6	0.038788873702287674	8757	8	4	indios		NEU	4	antiguos
7	7	0.021010112017393112	7679	8	4	indios		NEU	3	numerosos
8	8	0.0208195298910141	9378	8	4	indios		NEG	2	viejos
9	9	0.01823815330862999	30173	8	4	indios		NEU	1	aptos
0	0	0.08261577039957047	3697	9	4	indios		POS	10	importantes
1	1	0.05006137490272522	7056	9	4	indios		NEG	9	pobres
2	2	0.049378588795661926	8109	9	4	indios		NEU	8	fuertes
3	3	0.040526825934648514	23745	9	4	indios		POS	7	valientes
4	4	0.03996622934937477	18968	9	4	indios		NEU	6	poderosos
5	5	0.03770238533616066	10834	9	4	indios		NEU	5	ricos
6	6	0.030414650216698647	30173	9	4	indios		NEU	4	aptos
7	7	0.02868262678384781	3037	9	4	indios		POS	3	grandes
8	8	0.025068921968340874	12627	9	4	indios		NEG	2	peligrosos
9	9	0.01711197756230831	7679	9	4	indios		NEU	1	numerosos
0	0	0.11742840707302094	3697	10	4	indios		POS	10	importantes
1	1	0.05966871604323387	3037	10	4	indios		POS	9	grandes
2	2	0.04671749845147133	11384	10	4	indios		NEU	8	populares
3	3	0.029870670288801193	12627	10	4	indios		NEG	7	peligrosos
4	4	0.029400669038295746	5408	10	4	indios		NEU	6	pequeños
5	5	0.028288858011364937	26583	10	4	indios		POS	5	atractivos
6	6	0.028249820694327354	16556	10	4	indios		NEU	4	famosos
7	7	0.02250266820192337	8109	10	4	indios		NEU	3	fuertes
8	8	0.020668325945734978	16020	10	4	indios		NEU	2	cercanos
9	9	0.02060524933040142	10169	10	4	indios		NEU	1	conocidos
0	0	0.05760500207543373	5987	11	4	indios		POS	10	buenos
1	1	0.051564205437898636	3166	11	4	indios		NEU	9	diferentes
2	2	0.04374895244836807	7679	11	4	indios		NEU	8	numerosos
3	3	0.0389983132481575	30290	11	4	indios		NEU	7	parecidos
4	4	0.03672080487012863	6088	11	4	indios		NEG	6	pocos
5	5	0.03481410816311836	5408	11	4	indios		NEG	5	pequeños
6	6	0.03305117040872574	11384	11	4	indios		NEU	4	populares
7	7	0.03258213773369789	22391	11	4	indios		POS	3	amables
8	8	0.030118469148874283	9168	11	4	indios		NEG	2	malos
9	9	0.022289995104074478	5198	11	4	indios		NEU	1	diversos
0	0	0.04752931743860245	17159	12	4	indios		NEG	10	salvajes
1	1	0.04587365686893463	6088	12	4	indios		NEG	9	pocos
2	2	0.04279962554574013	13052	12	4	indios		NEG	8	indios
3	3	0.03971511125564575	2330	12	4	indios		NEG	7	niños
4	4	0.023581620305776596	8002	12	4	indios		NEG	6	blancos
5	5	0.01964256353676319	14088	12	4	indios		NEG	5	idiotas
6	6	0.018019288778305054	17219	12	4	indios		NEG	4	cerdos
7	7	0.014617132022976875	18404	12	4	indios		NEG	3	tontos
8	8	0.014379223808646202	8915	12	4	indios		NEG	2	perros
9	9	0.014063701964914799	14092	12	4	indios		NEG	1	campesinos
0	0	0.19565193355083466	12224	0	4	rusos		NEU	10	rusos
1	1	0.03382601961493492	9224	0	4	rusos		NEG	9	alemanes
2	2	0.02450183779001236	10323	0	4	rusos		NEG	8	iguales
3	3	0.0170575063675642	27344	0	4	rusos		NEU	7	polacos
4	4	0.016236402094364166	15695	0	4	rusos		NEG	6	ingleses
5	5	0.015254667028784752	17061	0	4	rusos		NEU	5	griegos
6	6	0.013941221870481968	8138	0	4	rusos		NEG	4	extranjeros
7	7	0.013408727943897247	3166	0	4	rusos		NEU	3	diferentes
8	8	0.012888249009847641	26407	0	4	rusos		NEU	2	serbios
9	9	0.012735254131257534	12627	0	4	rusos		NEG	1	peligrosos
0	0	0.038451481610536575	12224	1	4	rusos		NEU	10	rusos
1	1	0.026127349585294724	10323	1	4	rusos		NEG	9	iguales
2	2	0.02079717256128788	16556	1	4	rusos		NEU	8	famosos
3	3	0.014110398478806019	9224	1	4	rusos		NEU	7	alemanes
4	4	0.013767174445092678	24035	1	4	rusos		POS	6	bienvenidos
5	5	0.013538310304284096	12627	1	4	rusos		NEG	5	peligrosos
6	6	0.013253810815513134	8138	1	4	rusos		NEU	4	extranjeros
7	7	0.009895378723740578	4195	1	4	rusos		NEU	3	jóvenes
8	8	0.009387314319610596	10279	1	4	rusos		NEU	2	franceses
9	9	0.009227853268384933	3200	1	4	rusos		NEU	1	amigos
0	0	0.06188253313302994	14088	2	4	rusos		NEG	10	idiotas
1	1	0.048778679221868515	2330	2	4	rusos		NEG	9	niños
2	2	0.03853011876344681	18404	2	4	rusos		NEG	8	tontos
3	3	0.037057939916849136	25837	2	4	rusos		NEG	7	inútiles
4	4	0.03612265735864639	11063	2	4	rusos		NEG	6	locos
5	5	0.02953958511352539	17159	2	4	rusos		NEG	5	salvajes
6	6	0.01890331320464611	17870	2	4	rusos		NEG	4	monstruos
7	7	0.018001168966293335	16604	2	4	rusos		POS	3	héroes
8	8	0.015164432115852833	4195	2	4	rusos		NEG	2	jóvenes
9	9	0.014968405477702618	17219	2	4	rusos		NEG	1	cerdos
0	0	0.08359245210886002	8138	3	4	rusos		NEU	10	extranjeros
1	1	0.041977159678936005	12224	3	4	rusos		NEU	9	rusos
2	2	0.03567512333393097	7393	3	4	rusos		NEU	8	refugiados
3	3	0.03172941505908966	11835	3	4	rusos		NEG	7	inmigrantes
4	4	0.03121599555015564	9224	3	4	rusos		NEU	6	alemanes
5	5	0.029928572475910187	15981	3	4	rusos		NEU	5	italianos
6	6	0.028591888025403023	6528	3	4	rusos		NEU	4	europeos
7	7	0.028182994574308395	10148	3	4	rusos		NEU	3	judíos
8	8	0.026938552036881447	12627	3	4	rusos		NEG	2	peligrosos
9	9	0.02428404614329338	13345	3	4	rusos		NEG	1	ilegales
0	0	0.09105687588453293	8138	4	4	rusos		NEU	10	extranjeros
1	1	0.06282328069210052	12224	4	4	rusos		NEU	9	rusos
2	2	0.03244328126311302	24035	4	4	rusos		POS	8	bienvenidos
3	3	0.017134159803390503	8217	4	4	rusos		POS	7	libres
4	4	0.017110254615545273	12627	4	4	rusos		NEG	6	peligrosos
5	5	0.01468818448483944	17294	4	4	rusos		NEG	5	asesinados
6	6	0.014546025544404984	7393	4	4	rusos		NEU	4	refugiados
7	7	0.014090090058743954	11465	4	4	rusos		NEG	3	prisioneros
8	8	0.013552789576351643	6528	4	4	rusos		NEU	2	europeos
9	9	0.01337042823433876	10121	4	4	rusos		NEU	1	españoles
0	0	0.09932543337345123	24035	5	4	rusos		POS	10	bienvenidos
1	1	0.08810049295425415	16556	5	4	rusos		NEU	9	famosos
2	2	0.06387065351009369	8138	5	4	rusos		NEU	8	extranjeros
3	3	0.05431545153260231	15439	5	4	rusos		NEU	7	turistas
4	4	0.02125340886414051	12627	5	4	rusos		NEG	6	peligrosos
5	5	0.010821687988936901	2720	5	4	rusos		NEU	5	muchos
6	6	0.00980491004884243	11449	5	4	rusos		NEU	4	vulnerables
7	7	0.009381848387420177	5560	5	4	rusos		NEU	3	profesionales
8	8	0.009342589415609837	24089	5	4	rusos		NEG	2	desconocidos
9	9	0.009320768527686596	28279	5	4	rusos		NEG	1	ciegos
0	0	0.5805533528327942	12224	6	4	rusos		NEG	10	rusos
1	1	0.02969696931540966	27344	6	4	rusos		NEG	9	polacos
2	2	0.020987212657928467	10323	6	4	rusos		NEG	8	iguales
3	3	0.01550546195358038	12369	6	4	rusos		NEU	7	americanos
4	4	0.01435643620789051	9224	6	4	rusos		NEG	6	alemanes
5	5	0.012289692647755146	8138	6	4	rusos		NEG	5	extranjeros
6	6	0.011467046104371548	26407	6	4	rusos		NEU	4	serbios
7	7	0.009054922498762608	10279	6	4	rusos		NEG	3	franceses
8	8	0.007668823469430208	18411	6	4	rusos		NEG	2	comunistas
9	9	0.007263147737830877	10148	6	4	rusos		NEG	1	judíos
0	0	0.12273503839969635	4195	7	4	rusos		NEU	10	jóvenes
1	1	0.0911654531955719	9378	7	4	rusos		NEU	9	viejos
2	2	0.06293419748544693	3037	7	4	rusos		POS	8	grandes
3	3	0.04730143025517464	3697	7	4	rusos		POS	7	importantes
4	4	0.04469611495733261	8109	7	4	rusos		POS	6	fuertes
5	5	0.03846026211977005	12627	7	4	rusos		NEG	5	peligrosos
6	6	0.03147776797413826	8757	7	4	rusos		NEU	4	antiguos
7	7	0.025660308077931404	23745	7	4	rusos		POS	3	valientes
8	8	0.024395592510700226	18423	7	4	rusos		POS	2	brillantes
9	9	0.0199098102748394	18375	7	4	rusos		POS	1	queridos
0	0	0.10441556572914124	3697	8	4	rusos		POS	10	importantes
1	1	0.09000343084335327	12627	8	4	rusos		NEG	9	peligrosos
2	2	0.046476319432258606	8757	8	4	rusos		NEU	8	antiguos
3	3	0.04033856838941574	8109	8	4	rusos		NEU	7	fuertes
4	4	0.03772258758544922	3037	8	4	rusos		POS	6	grandes
5	5	0.03708144277334213	7056	8	4	rusos		NEG	5	pobres
6	6	0.023983260616660118	4195	8	4	rusos		NEU	4	jóvenes
7	7	0.02076099067926407	5408	8	4	rusos		NEU	3	pequeños
8	8	0.0196858998388052	7679	8	4	rusos		NEU	2	numerosos
9	9	0.016307426616549492	9378	8	4	rusos		NEG	1	viejos
0	0	0.13162539899349213	3697	9	4	rusos		POS	10	importantes
1	1	0.0631030797958374	23745	9	4	rusos		POS	9	valientes
2	2	0.06110085919499397	18968	9	4	rusos		POS	8	poderosos
3	3	0.05448714643716812	8109	9	4	rusos		POS	7	fuertes
4	4	0.04437248781323433	12627	9	4	rusos		NEG	6	peligrosos
5	5	0.02590787783265114	10834	9	4	rusos		POS	5	ricos
6	6	0.01885584369301796	11384	9	4	rusos		NEU	4	populares
7	7	0.018745791167020798	11449	9	4	rusos		NEU	3	vulnerables
8	8	0.018545815721154213	7187	9	4	rusos		NEU	2	seguros
9	9	0.018138743937015533	3037	9	4	rusos		POS	1	grandes
0	0	0.19717158377170563	3697	10	4	rusos		POS	10	importantes
1	1	0.06838604807853699	11384	10	4	rusos		NEU	9	populares
2	2	0.057812485843896866	16556	10	4	rusos		NEU	8	famosos
3	3	0.05091900750994682	26583	10	4	rusos		POS	7	atractivos
4	4	0.050602611154317856	3037	10	4	rusos		POS	6	grandes
5	5	0.027496028691530228	17104	10	4	rusos		POS	5	destacados
6	6	0.02332242950797081	10169	10	4	rusos		NEU	4	conocidos
7	7	0.01919136941432953	16020	10	4	rusos		NEU	3	cercanos
8	8	0.018249716609716415	12627	10	4	rusos		NEG	2	peligrosos
9	9	0.015274683944880962	16079	10	4	rusos		NEU	1	interesantes
0	0	0.06612547487020493	3166	11	4	rusos		NEU	10	diferentes
1	1	0.06148753687739372	5987	11	4	rusos		POS	9	buenos
2	2	0.05193813145160675	22391	11	4	rusos		POS	8	amables
3	3	0.03534654900431633	18968	11	4	rusos		POS	7	poderosos
4	4	0.03369104117155075	11384	11	4	rusos		NEU	6	populares
5	5	0.03242369368672371	30290	11	4	rusos		NEU	5	parecidos
6	6	0.03162841126322746	12627	11	4	rusos		NEG	4	peligrosos
7	7	0.02768290601670742	5077	11	4	rusos		NEU	3	distintos
8	8	0.02626369334757328	6088	11	4	rusos		NEG	2	pocos
9	9	0.025867437943816185	9168	11	4	rusos		NEG	1	malos
0	0	0.07709134370088577	14088	12	4	rusos		NEG	10	idiotas
1	1	0.03192552551627159	11063	12	4	rusos		NEG	9	locos
2	2	0.029708750545978546	6088	12	4	rusos		NEG	8	pocos
3	3	0.027123253792524338	2330	12	4	rusos		NEG	7	niños
4	4	0.026082810014486313	18404	12	4	rusos		NEG	6	tontos
5	5	0.025069868192076683	29335	12	4	rusos		NEG	5	imbéciles
6	6	0.02490629442036152	25837	12	4	rusos		NEG	4	inútiles
7	7	0.02283713035285473	22688	12	4	rusos		NEG	3	gilipollas
8	8	0.02190343476831913	22327	12	4	rusos		NEG	2	estúpidos
9	9	0.019967246800661087	17159	12	4	rusos		NEG	1	salvajes
