	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
8	8	0.012571659870445728	313	3	1	indios		NEG	2	de
9	9	0.012239089235663414	68	3	1	indios		NEG	1	.
0	0	0.13827042281627655	365	4	1	indios		NEG	10	los
1	1	0.04321177303791046	80	4	1	indios		NEG	9	:
2	2	0.03943302854895592	527	4	1	indios		NEG	8	...
3	3	0.028805473819375038	68	4	1	indios		NEG	7	.
4	4	0.026781870052218437	469	4	1	indios		NEG	6	como
5	5	0.02301163226366043	313	4	1	indios		NEG	5	de
6	6	0.018651088699698448	39233	4	1	indios		POS	4	bienvenidos
7	7	0.017530865967273712	2666	4	1	indios		NEU	3	españoles
8	8	0.0138705400750041	355	4	1	indios		NEG	2	un
9	9	0.013289491645991802	1278	4	1	indios		NEG	1	unos
0	0	0.15368658304214478	365	5	1	indios		NEG	10	los
1	1	0.030871393159031868	527	5	1	indios		NEU	9	...
2	2	0.0192201416939497	469	5	1	indios		NEG	8	como
3	3	0.019174795597791672	39233	5	1	indios		POS	7	bienvenidos
4	4	0.019027043133974075	80	5	1	indios		NEU	6	:
5	5	0.017704710364341736	12944	5	1	indios		POS	5	felices
6	6	0.016819201409816742	313	5	1	indios		NEG	4	de
7	7	0.012824852019548416	355	5	1	indios		NEG	3	un
8	8	0.012545237317681313	2666	5	1	indios		NEU	2	españoles
9	9	0.012484357692301273	68	5	1	indios		NEG	1	.
0	0	0.08612949401140213	10922	6	1	indios		NEG	10	iguales
1	1	0.03876594454050064	5229	6	1	indios		POS	9	buenos
2	2	0.038623906672000885	12944	6	1	indios		POS	8	felices
3	3	0.02303135208785534	469	6	1	indios		NEG	7	como
4	4	0.022749606519937515	313	6	1	indios		NEG	6	de
5	5	0.017277516424655914	27821	6	1	indios		POS	5	geniales
6	6	0.01716349460184574	7816	6	1	indios		NEG	4	malos
7	7	0.01633855327963829	365	6	1	indios		NEG	3	los
8	8	0.015618979930877686	527	6	1	indios		NEG	2	...
9	9	0.014143028296530247	30105	6	1	indios		POS	1	hermosos
0	0	0.032014355063438416	5608	7	1	indios		NEU	10	populares
1	1	0.030398396775126457	13929	7	1	indios		POS	9	atractivos
2	2	0.02641220949590206	527	7	1	indios		NEU	8	...
3	3	0.024720439687371254	7478	7	1	indios		NEU	7	activos
4	4	0.024100283160805702	1740	7	1	indios		POS	6	grandes
5	5	0.02332381345331669	12944	7	1	indios		POS	5	felices
6	6	0.021264703944325447	2640	7	1	indios		NEU	4	jóvenes
7	7	0.020636694505810738	2637	7	1	indios		POS	3	importantes
8	8	0.020411662757396698	33192	7	1	indios		NEU	2	jovenes
9	9	0.019874118268489838	43962	7	1	indios		POS	1	guapos
0	0	0.042998526245355606	68	8	1	indios		NEG	10	.
1	1	0.031598176807165146	527	8	1	indios		NEU	9	...
2	2	0.027162211015820503	37939	8	1	indios		NEG	8	perseguidos
3	3	0.02495916374027729	9827	8	1	indios		NEG	7	pobres
4	4	0.02167768031358719	6606	8	1	indios		NEU	6	numerosos
5	5	0.020432686433196068	2637	8	1	indios		POS	5	importantes
6	6	0.020007893443107605	5608	8	1	indios		NEU	4	populares
7	7	0.01863001473248005	27040	8	1	indios		NEU	3	influyentes
8	8	0.01730194315314293	6460	8	1	indios		NEG	2	afectados
9	9	0.01595178246498108	313	8	1	indios		NEG	1	de
0	0	0.04872724413871765	68	9	1	indios		NEG	10	.
1	1	0.04808555170893669	527	9	1	indios		NEG	9	...
2	2	0.03365671634674072	27040	9	1	indios		NEU	8	influyentes
3	3	0.02254396118223667	9827	9	1	indios		NEG	7	pobres
4	4	0.022053899243474007	5608	9	1	indios		NEU	6	populares
5	5	0.01941770501434803	10765	9	1	indios		NEU	5	ricos
6	6	0.018634900450706482	2637	9	1	indios		POS	4	importantes
7	7	0.017580829560756683	313	9	1	indios		NEG	3	de
8	8	0.014804691076278687	7478	9	1	indios		NEU	2	activos
9	9	0.012889977544546127	12944	9	1	indios		POS	1	felices
0	0	0.029251828789711	2637	10	1	indios		POS	10	importantes
1	1	0.028949743136763573	5608	10	1	indios		NEU	9	populares
2	2	0.027476772665977478	527	10	1	indios		NEU	8	...
3	3	0.022958742454648018	6606	10	1	indios		NEU	7	numerosos
4	4	0.020425567403435707	9056	10	1	indios		NEU	6	habituales
5	5	0.01966013014316559	68	10	1	indios		NEU	5	.
6	6	0.018349425867199898	313	10	1	indios		NEG	4	de
7	7	0.016910836100578308	27040	10	1	indios		NEU	3	influyentes
8	8	0.0156573373824358	8413	10	1	indios		NEU	2	conocidos
9	9	0.015147214755415916	11563	10	1	indios		NEU	1	famosos
0	0	0.10085047781467438	5229	11	1	indios		POS	10	buenos
1	1	0.03869031369686127	1740	11	1	indios		POS	9	grandes
2	2	0.03467686101794243	7816	11	1	indios		NEG	8	malos
3	3	0.02975049614906311	7780	11	1	indios		POS	7	interesantes
4	4	0.02054518274962902	10765	11	1	indios		POS	6	ricos
5	5	0.020512478426098824	24139	11	1	indios		NEG	5	salvajes
6	6	0.017715750262141228	31882	11	1	indios		POS	4	monos
7	7	0.015911685302853584	6934	11	1	indios		NEU	3	fuertes
8	8	0.013454990461468697	18160	11	1	indios		NEG	2	peligrosos
9	9	0.01241031102836132	21623	11	1	indios		NEU	1	curiosos
0	0	0.05665833503007889	20611	12	1	indios		NEG	10	asesinos
1	1	0.0481439009308815	24139	12	1	indios		NEG	9	salvajes
2	2	0.04724554717540741	21221	12	1	indios		NEG	8	ladrones
3	3	0.04110940545797348	7480	12	1	indios		NEG	7	perros
4	4	0.032653942704200745	31844	12	1	indios		NEG	6	cerdos
5	5	0.028546318411827087	31882	12	1	indios		NEG	5	monos
6	6	0.02505834586918354	35914	12	1	indios		NEG	4	gilipollas
7	7	0.02415269799530506	15956	12	1	indios		NEG	3	santos
8	8	0.024069873616099358	40731	12	1	indios		POS	2	genios
9	9	0.02270248718559742	46631	12	1	indios		NEG	1	bestias
0	0	0.04043176397681236	365	0	1	rusos		NEG	10	los
1	1	0.027858635410666466	5229	0	1	rusos		POS	9	buenos
2	2	0.02520349808037281	2666	0	1	rusos		NEU	8	españoles
3	3	0.024722443893551826	469	0	1	rusos		NEG	7	como
4	4	0.01962667889893055	47483	0	1	rusos		NEG	6	idiotas
5	5	0.018744705244898796	27821	0	1	rusos		POS	5	geniales
6	6	0.01851285621523857	18160	0	1	rusos		NEG	4	peligrosos
7	7	0.018439801409840584	24387	0	1	rusos		NEG	3	tontos
8	8	0.01805010624229908	7816	0	1	rusos		NEG	2	malos
9	9	0.017138909548521042	18495	0	1	rusos		NEU	1	rusos
0	0	0.054430775344371796	365	1	1	rusos		NEU	10	los
1	1	0.054179441183805466	469	1	1	rusos		NEU	9	como
2	2	0.0485667884349823	27821	1	1	rusos		POS	8	geniales
3	3	0.040186114609241486	20393	1	1	rusos		POS	7	impresionantes
4	4	0.03615071251988411	80	1	1	rusos		NEU	6	:
5	5	0.034479495137929916	527	1	1	rusos		NEU	5	...
6	6	0.017637699842453003	313	1	1	rusos		NEU	4	de
7	7	0.017197389155626297	13824	1	1	rusos		POS	3	espectaculares
8	8	0.016514942049980164	27676	1	1	rusos		POS	2	maravillosos
9	9	0.015521111898124218	1278	1	1	rusos		NEG	1	unos
0	0	0.05370493233203888	40731	2	1	rusos		POS	10	genios
1	1	0.048265229910612106	44071	2	1	rusos		NEG	9	payasos
2	2	0.04304558038711548	21221	2	1	rusos		NEG	8	ladrones
3	3	0.029824795201420784	24139	2	1	rusos		NEG	7	salvajes
4	4	0.02505369298160076	5429	2	1	rusos		POS	6	artistas
5	5	0.02117927186191082	35914	2	1	rusos		NEG	5	gilipollas
6	6	0.020112641155719757	20611	2	1	rusos		NEG	4	asesinos
7	7	0.01989501155912876	7480	2	1	rusos		NEG	3	perros
8	8	0.01902807131409645	2067	2	1	rusos		NEG	2	niños
9	9	0.018660301342606544	20029	2	1	rusos		NEG	1	nazis
0	0	0.07735223323106766	2666	3	1	rusos		NEU	10	españoles
1	1	0.03891024366021156	365	3	1	rusos		NEG	9	los
2	2	0.029178107157349586	8319	3	1	rusos		NEU	8	extranjeros
3	3	0.020243819802999496	25787	3	1	rusos		NEG	7	racistas
4	4	0.017612405121326447	469	3	1	rusos		NEG	6	como
5	5	0.01676911674439907	39233	3	1	rusos		POS	5	bienvenidos
6	6	0.0161748044192791	18160	3	1	rusos		NEG	4	peligrosos
7	7	0.01366874948143959	9827	3	1	rusos		NEG	3	pobres
8	8	0.013481363654136658	527	3	1	rusos		NEU	2	...
9	9	0.01253459881991148	12696	3	1	rusos		NEG	1	ilegales
0	0	0.06042192503809929	365	4	1	rusos		NEU	10	los
1	1	0.053030259907245636	80	4	1	rusos		NEU	9	:
2	2	0.040255285799503326	2666	4	1	rusos		NEU	8	españoles
3	3	0.03566180542111397	527	4	1	rusos		NEU	7	...
4	4	0.028482019901275635	8319	4	1	rusos		NEU	6	extranjeros
5	5	0.023774731904268265	68	4	1	rusos		NEU	5	.
6	6	0.02319392003118992	18495	4	1	rusos		NEU	4	rusos
7	7	0.020291561260819435	313	4	1	rusos		NEU	3	de
8	8	0.01643403433263302	39233	4	1	rusos		POS	2	bienvenidos
9	9	0.01635528728365898	469	4	1	rusos		NEU	1	como
0	0	0.14042004942893982	365	5	1	rusos		NEG	10	los
1	1	0.033341046422719955	2666	5	1	rusos		NEU	9	españoles
2	2	0.030288483947515488	527	5	1	rusos		NEU	8	...
3	3	0.0189942829310894	39233	5	1	rusos		POS	7	bienvenidos
4	4	0.018924852833151817	80	5	1	rusos		NEU	6	:
5	5	0.013773389160633087	313	5	1	rusos		NEU	5	de
6	6	0.013760076835751534	469	5	1	rusos		NEG	4	como
7	7	0.013735411688685417	68	5	1	rusos		NEU	3	.
8	8	0.012708371505141258	1581	5	1	rusos		NEU	2	muchos
9	9	0.012345918454229832	8319	5	1	rusos		NEU	1	extranjeros
0	0	0.09130684286355972	18495	6	1	rusos		NEG	10	rusos
1	1	0.04744138568639755	10922	6	1	rusos		NEG	9	iguales
2	2	0.028649287298321724	2666	6	1	rusos		NEU	8	españoles
3	3	0.02729218453168869	5229	6	1	rusos		POS	7	buenos
4	4	0.022313576191663742	7816	6	1	rusos		NEG	6	malos
5	5	0.015602788887917995	27821	6	1	rusos		POS	5	geniales
6	6	0.015088001266121864	47483	6	1	rusos		NEG	4	idiotas
7	7	0.014533838257193565	12944	6	1	rusos		POS	3	felices
8	8	0.0142397191375494	35914	6	1	rusos		NEG	2	gilipollas
9	9	0.014102492481470108	313	6	1	rusos		NEG	1	de
0	0	0.045128919184207916	5608	7	1	rusos		NEU	10	populares
1	1	0.04147018864750862	13929	7	1	rusos		POS	9	atractivos
2	2	0.03982273489236832	7478	7	1	rusos		NEU	8	activos
3	3	0.02274819277226925	2640	7	1	rusos		NEU	7	jóvenes
4	4	0.021605174988508224	43962	7	1	rusos		POS	6	guapos
5	5	0.019507046788930893	39814	7	1	rusos		NEU	5	buscados
6	6	0.01836143061518669	27095	7	1	rusos		POS	4	valorados
7	7	0.017120277509093285	33192	7	1	rusos		NEU	3	jovenes
8	8	0.015587118454277515	19072	7	1	rusos		NEU	2	rápidos
9	9	0.014740842394530773	527	7	1	rusos		POS	1	...
0	0	0.04538581892848015	6606	8	1	rusos		NEU	10	numerosos
1	1	0.04170754924416542	9827	8	1	rusos		NEG	9	pobres
2	2	0.030244361609220505	6460	8	1	rusos		NEG	8	afectados
3	3	0.0247232336550951	37939	8	1	rusos		NEG	7	perseguidos
4	4	0.022670770063996315	5608	8	1	rusos		NEU	6	populares
5	5	0.02204735018312931	37568	8	1	rusos		NEU	5	beneficiados
6	6	0.021250858902931213	2666	8	1	rusos		NEU	4	españoles
7	7	0.020074771717190742	68	8	1	rusos		NEG	3	.
8	8	0.017934799194335938	32339	8	1	rusos		NEG	2	perjudicados
9	9	0.017386576160788536	7478	8	1	rusos		NEU	1	activos
0	0	0.04038996621966362	527	9	1	rusos		NEU	10	...
1	1	0.03941715881228447	68	9	1	rusos		NEU	9	.
2	2	0.03266723453998566	7478	9	1	rusos		NEU	8	activos
3	3	0.029014013707637787	6606	9	1	rusos		NEU	7	numerosos
4	4	0.023655066266655922	6460	9	1	rusos		NEG	6	afectados
5	5	0.022175440564751625	9827	9	1	rusos		NEG	5	pobres
6	6	0.020053576678037643	5608	9	1	rusos		NEU	4	populares
7	7	0.01912868022918701	27040	9	1	rusos		NEU	3	influyentes
8	8	0.01860039122402668	313	9	1	rusos		NEU	2	de
9	9	0.014762570150196552	10765	9	1	rusos		POS	1	ricos
0	0	0.08632581681013107	6606	10	1	rusos		NEU	10	numerosos
1	1	0.035078179091215134	9056	10	1	rusos		NEU	9	habituales
2	2	0.0298667810857296	68	10	1	rusos		NEU	8	.
3	3	0.029002327471971512	5608	10	1	rusos		NEU	7	populares
4	4	0.028505537658929825	527	10	1	rusos		POS	6	...
5	5	0.01855415292084217	7478	10	1	rusos		NEU	5	activos
6	6	0.017106259241700172	24371	10	1	rusos		NEU	4	solicitados
7	7	0.01682937890291214	6460	10	1	rusos		NEG	3	afectados
8	8	0.016018318012356758	2637	10	1	rusos		POS	2	importantes
9	9	0.015395890921354294	313	10	1	rusos		NEU	1	de
0	0	0.11463461071252823	5229	11	1	rusos		POS	10	buenos
1	1	0.06799711287021637	7816	11	1	rusos		NEG	9	malos
2	2	0.04114014282822609	18160	11	1	rusos		NEG	8	peligrosos
3	3	0.023889943957328796	1740	11	1	rusos		POS	7	grandes
4	4	0.022367101162672043	6934	11	1	rusos		NEU	6	fuertes
5	5	0.016637088730931282	2666	11	1	rusos		NEG	5	españoles
6	6	0.01579197496175766	43962	11	1	rusos		POS	4	guapos
7	7	0.015556234866380692	7780	11	1	rusos		POS	3	interesantes
8	8	0.015350122936069965	22884	11	1	rusos		POS	2	divertidos
9	9	0.012910786084830761	14534	11	1	rusos		POS	1	inteligentes
0	0	0.06819985806941986	35914	12	1	rusos		NEG	10	gilipollas
1	1	0.06370322406291962	21221	12	1	rusos		NEG	9	ladrones
2	2	0.054486777633428574	20029	12	1	rusos		NEG	8	nazis
3	3	0.045947689563035965	20611	12	1	rusos		NEG	7	asesinos
4	4	0.03895236551761627	44071	12	1	rusos		NEG	6	payasos
5	5	0.029626531526446342	31844	12	1	rusos		NEG	5	cerdos
6	6	0.027812380343675613	24139	12	1	rusos		NEG	4	salvajes
7	7	0.027108360081911087	7480	12	1	rusos		NEG	3	perros
8	8	0.02334507927298546	47774	12	1	rusos		NEG	2	miserables
9	9	0.022229531779885292	12547	12	1	rusos		NEG	1	mierda
