	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
8	8	0.010549520142376423	6959	3	6	indios		NEU	2	fuertes
9	9	0.009209795854985714	10782	3	6	indios		NEU	1	ricos
0	0	0.03708190098404884	3149	4	6	indios		NEU	10	hombres
1	1	0.03203294053673744	275	4	6	indios		NEG	9	
2	2	0.024172654375433922	2063	4	6	indios		NEU	8	niños
3	3	0.016890326514840126	13080	4	6	indios		NEU	7	bebés
4	4	0.016395187005400658	1821	4	6	indios		NEU	6	mujeres
5	5	0.0142061160877347	10940	4	6	indios		NEG	5	iguales
6	6	0.013015816919505596	7301	4	6	indios		NEU	4	hermanos
7	7	0.012899707071483135	1817	4	6	indios		NEU	3	diferentes
8	8	0.011920817196369171	1733	4	6	indios		POS	2	grandes
9	9	0.010384791530668736	4035	4	6	indios		NEU	1	pareja
0	0	0.023080410435795784	275	5	6	indios		NEG	10	
1	1	0.020348044112324715	3149	5	6	indios		NEU	9	hombres
2	2	0.018013138324022293	7485	5	6	indios		NEG	8	perros
3	3	0.01464790292084217	1733	5	6	indios		POS	7	grandes
4	4	0.012958028353750706	1821	5	6	indios		NEU	6	mujeres
5	5	0.011209000833332539	1817	5	6	indios		NEU	5	diferentes
6	6	0.009934356436133385	2063	5	6	indios		NEU	4	niños
7	7	0.009929677471518517	7301	5	6	indios		NEU	3	hermanos
8	8	0.009870234876871109	34754	5	6	indios		NEG	2	raros
9	9	0.009491569362580776	4035	5	6	indios		NEU	1	pareja
0	0	0.08499713987112045	275	6	6	indios		NEG	10	
1	1	0.039629608392715454	10940	6	6	indios		NEG	9	iguales
2	2	0.018819136545062065	1821	6	6	indios		NEG	8	mujeres
3	3	0.01757105626165867	1733	6	6	indios		NEU	7	grandes
4	4	0.016978876665234566	3149	6	6	indios		NEG	6	hombres
5	5	0.01615636982023716	3059	6	6	indios		NEG	5	mayores
6	6	0.015566273592412472	1938	6	6	indios		POS	4	mejores
7	7	0.011534838005900383	922	6	6	indios		NEU	3	4
8	8	0.01129204872995615	716	6	6	indios		NEU	2	3
9	9	0.010586180724203587	1817	6	6	indios		NEU	1	diferentes
0	0	0.13580895960330963	1733	7	6	indios		POS	10	grandes
1	1	0.04517832398414612	6959	7	6	indios		POS	9	fuertes
2	2	0.03513890877366066	13920	7	6	indios		NEG	8	duros
3	3	0.034690335392951965	13484	7	6	indios		NEG	7	largos
4	4	0.03272009640932083	10782	7	6	indios		POS	6	ricos
5	5	0.0297078937292099	7700	7	6	indios		NEU	5	altos
6	6	0.021564960479736328	275	7	6	indios		POS	4	
7	7	0.019320162013173103	34754	7	6	indios		NEG	3	raros
8	8	0.016852952539920807	40360	7	6	indios		NEU	2	buscados
9	9	0.01564290188252926	18711	7	6	indios		NEG	1	caros
0	0	0.15819713473320007	1733	8	6	indios		NEU	10	grandes
1	1	0.05370941758155823	6959	8	6	indios		NEU	9	fuertes
2	2	0.04715421050786972	7700	8	6	indios		NEU	8	altos
3	3	0.04169638827443123	13920	8	6	indios		NEG	7	duros
4	4	0.03352495655417442	10782	8	6	indios		NEU	6	ricos
5	5	0.028068052604794502	40360	8	6	indios		NEU	5	buscados
6	6	0.02606448158621788	275	8	6	indios		POS	4	
7	7	0.01963641308248043	13484	8	6	indios		NEG	3	largos
8	8	0.01961440220475197	34754	8	6	indios		NEG	2	raros
9	9	0.018209965899586678	18711	8	6	indios		NEG	1	caros
0	0	0.1432671993970871	1733	9	6	indios		POS	10	grandes
1	1	0.049276288598775864	10782	9	6	indios		NEU	9	ricos
2	2	0.04154041036963463	7700	9	6	indios		NEU	8	altos
3	3	0.038423582911491394	6959	9	6	indios		NEU	7	fuertes
4	4	0.03505212813615799	275	9	6	indios		NEU	6	
5	5	0.02503897063434124	40360	9	6	indios		NEU	5	buscados
6	6	0.022526275366544724	4251	9	6	indios		NEU	4	pequeños
7	7	0.020418601110577583	11589	9	6	indios		NEU	3	famosos
8	8	0.0197947658598423	34754	9	6	indios		NEG	2	raros
9	9	0.017869578674435616	11082	9	6	indios		NEG	1	baratos
0	0	0.11251547187566757	1733	10	6	indios		POS	10	grandes
1	1	0.057693518698215485	13920	10	6	indios		NEG	9	duros
2	2	0.055369988083839417	6959	10	6	indios		NEU	8	fuertes
3	3	0.03948082774877548	7700	10	6	indios		NEU	7	altos
4	4	0.03886992484331131	10782	10	6	indios		POS	6	ricos
5	5	0.036196351051330566	34754	10	6	indios		NEG	5	raros
6	6	0.028477247804403305	275	10	6	indios		POS	4	
7	7	0.021573713049292564	40360	10	6	indios		NEU	3	buscados
8	8	0.020656343549489975	18711	10	6	indios		NEG	2	caros
9	9	0.015148750506341457	11589	10	6	indios		NEU	1	famosos
0	0	0.08257759362459183	6959	11	6	indios		NEU	10	fuertes
1	1	0.05772249773144722	18711	11	6	indios		NEG	9	caros
2	2	0.03754119575023651	34754	11	6	indios		NEG	8	raros
3	3	0.033310823142528534	13484	11	6	indios		NEG	7	largos
4	4	0.032688163220882416	5251	11	6	indios		POS	6	buenos
5	5	0.030457327142357826	13920	11	6	indios		NEG	5	duros
6	6	0.028387079015374184	1733	11	6	indios		POS	4	grandes
7	7	0.027633242309093475	10782	11	6	indios		POS	3	ricos
8	8	0.012566356919705868	46608	11	6	indios		POS	2	generosos
9	9	0.012541048228740692	13978	11	6	indios		NEG	1	viejos
0	0	0.1657920628786087	275	12	6	indios		NEG	10	
1	1	0.02986672893166542	41403	12	6	indios		POS	9	genios
2	2	0.025666221976280212	461	12	6	indios		NEG	8	d
3	3	0.019846638664603233	3128	12	6	indios		NEG	7	amigos
4	4	0.018295789137482643	3997	12	6	indios		NEU	6	dios
5	5	0.015339451842010021	3149	12	6	indios		NEG	5	hombres
6	6	0.013070673681795597	20782	12	6	indios		NEG	4	asesinos
7	7	0.011730518192052841	7485	12	6	indios		NEG	3	perros
8	8	0.010918623767793179	7301	12	6	indios		NEG	2	hermanos
9	9	0.008792592212557793	453	12	6	indios		NEG	1	ex
0	0	0.020866775885224342	1733	0	6	rusos		POS	10	grandes
1	1	0.01938065141439438	2192	0	6	rusos		POS	9	familia
2	2	0.017290852963924408	3149	0	6	rusos		NEU	8	hombres
3	3	0.016043851152062416	1821	0	6	rusos		NEU	7	mujeres
4	4	0.0145781971514225	1357	0	6	rusos		NEU	6	equipo
5	5	0.014174805954098701	275	0	6	rusos		NEU	5	
6	6	0.013564291410148144	34754	0	6	rusos		NEG	4	raros
7	7	0.013029981404542923	4035	0	6	rusos		NEU	3	pareja
8	8	0.012857903726398945	2063	0	6	rusos		NEU	2	niños
9	9	0.012436330318450928	23586	0	6	rusos		NEG	1	raras
0	0	0.023838749155402184	3149	1	6	rusos		NEU	10	hombres
1	1	0.018514573574066162	275	1	6	rusos		NEU	9	
2	2	0.017696408554911613	10782	1	6	rusos		POS	8	ricos
3	3	0.017090357840061188	11589	1	6	rusos		NEU	7	famosos
4	4	0.016871672123670578	1733	1	6	rusos		POS	6	grandes
5	5	0.016059620305895805	1821	1	6	rusos		NEU	5	mujeres
6	6	0.014068068005144596	7301	1	6	rusos		NEU	4	hermanos
7	7	0.011831146664917469	2063	1	6	rusos		NEU	3	niños
8	8	0.011402190662920475	1938	1	6	rusos		POS	2	mejores
9	9	0.00962258130311966	4035	1	6	rusos		NEU	1	pareja
0	0	0.04767398536205292	41403	2	6	rusos		POS	10	genios
1	1	0.03473668918013573	26166	2	6	rusos		NEG	9	monstruos
2	2	0.03332957625389099	21405	2	6	rusos		NEG	8	ladrones
3	3	0.028778180480003357	275	2	6	rusos		NEG	7	
4	4	0.026257464662194252	453	2	6	rusos		NEG	6	ex
5	5	0.02123378962278366	3128	2	6	rusos		NEU	5	amigos
6	6	0.017626948654651642	5442	2	6	rusos		POS	4	artistas
7	7	0.015930090099573135	20782	2	6	rusos		NEG	3	asesinos
8	8	0.014862303622066975	9920	2	6	rusos		NEG	2	cuantos
9	9	0.01208305824548006	26706	2	6	rusos		POS	1	crack
0	0	0.026924582198262215	275	3	6	rusos		NEU	10	
1	1	0.018824372440576553	3149	3	6	rusos		NEU	9	hombres
2	2	0.01839349791407585	10782	3	6	rusos		POS	8	ricos
3	3	0.017745491117239	1733	3	6	rusos		POS	7	grandes
4	4	0.01688307337462902	1821	3	6	rusos		NEU	6	mujeres
5	5	0.012353144586086273	7301	3	6	rusos		NEU	5	hermanos
6	6	0.01151764765381813	34754	3	6	rusos		NEG	4	raros
7	7	0.011158263310790062	2063	3	6	rusos		NEU	3	niños
8	8	0.011032894253730774	3217	3	6	rusos		NEU	2	hijos
9	9	0.010120800696313381	5620	3	6	rusos		POS	1	especiales
0	0	0.0347098782658577	3149	4	6	rusos		NEU	10	hombres
1	1	0.03333715349435806	275	4	6	rusos		NEU	9	
2	2	0.02554020844399929	1821	4	6	rusos		NEU	8	mujeres
3	3	0.02167809195816517	10782	4	6	rusos		POS	7	ricos
4	4	0.019923845306038857	2063	4	6	rusos		NEU	6	niños
5	5	0.016787609085440636	7301	4	6	rusos		NEU	5	hermanos
6	6	0.014838202856481075	4035	4	6	rusos		NEU	4	pareja
7	7	0.014361285604536533	1733	4	6	rusos		POS	3	grandes
8	8	0.012937519699335098	5620	4	6	rusos		POS	2	especiales
9	9	0.011348670348525047	3217	4	6	rusos		NEU	1	hijos
0	0	0.031171785667538643	275	5	6	rusos		NEU	10	
1	1	0.023248828947544098	3149	5	6	rusos		NEU	9	hombres
2	2	0.016289718449115753	34754	5	6	rusos		NEG	8	raros
3	3	0.015159264206886292	1821	5	6	rusos		NEU	7	mujeres
4	4	0.01477176696062088	1733	5	6	rusos		POS	6	grandes
5	5	0.012836284004151821	4035	5	6	rusos		NEU	5	pareja
6	6	0.011160442605614662	5620	5	6	rusos		POS	4	especiales
7	7	0.010209373198449612	7301	5	6	rusos		NEU	3	hermanos
8	8	0.009269713424146175	2192	5	6	rusos		NEU	2	familia
9	9	0.009008915163576603	10782	5	6	rusos		POS	1	ricos
0	0	0.1309291571378708	275	6	6	rusos		NEU	10	
1	1	0.024599358439445496	3149	6	6	rusos		NEG	9	hombres
2	2	0.021408522501587868	1821	6	6	rusos		NEU	8	mujeres
3	3	0.016257137060165405	3128	6	6	rusos		NEU	7	amigos
4	4	0.016054317355155945	5620	6	6	rusos		NEU	6	especiales
5	5	0.015455078333616257	4035	6	6	rusos		NEU	5	pareja
6	6	0.010225710459053516	1733	6	6	rusos		POS	4	grandes
7	7	0.009897042997181416	3059	6	6	rusos		NEG	3	mayores
8	8	0.009306317195296288	10782	6	6	rusos		NEU	2	ricos
9	9	0.008870129473507404	716	6	6	rusos		NEU	1	3
0	0	0.11819303780794144	1733	7	6	rusos		POS	10	grandes
1	1	0.050816357135772705	6959	7	6	rusos		POS	9	fuertes
2	2	0.047531306743621826	10782	7	6	rusos		POS	8	ricos
3	3	0.035889461636543274	13920	7	6	rusos		NEG	7	duros
4	4	0.029571574181318283	275	7	6	rusos		POS	6	
5	5	0.027847137302160263	34754	7	6	rusos		NEG	5	raros
6	6	0.025367585942149162	40360	7	6	rusos		NEU	4	buscados
7	7	0.021731801331043243	7700	7	6	rusos		NEU	3	altos
8	8	0.015423680655658245	11589	7	6	rusos		NEU	2	famosos
9	9	0.014018586836755276	13484	7	6	rusos		NEU	1	largos
0	0	0.1380079835653305	1733	8	6	rusos		POS	10	grandes
1	1	0.06090797856450081	13920	8	6	rusos		NEG	9	duros
2	2	0.05326957255601883	6959	8	6	rusos		NEU	8	fuertes
3	3	0.042804282158613205	10782	8	6	rusos		POS	7	ricos
4	4	0.036949459463357925	7700	8	6	rusos		NEU	6	altos
5	5	0.031092021614313126	34754	8	6	rusos		NEG	5	raros
6	6	0.026512470096349716	40360	8	6	rusos		NEU	4	buscados
7	7	0.026381418108940125	11267	8	6	rusos		NEG	3	difíciles
8	8	0.02196904644370079	275	8	6	rusos		POS	2	
9	9	0.016312438994646072	18711	8	6	rusos		NEG	1	caros
0	0	0.1377122402191162	1733	9	6	rusos		POS	10	grandes
1	1	0.05583830550312996	10782	9	6	rusos		POS	9	ricos
2	2	0.0392535999417305	6959	9	6	rusos		POS	8	fuertes
3	3	0.03246092051267624	40360	9	6	rusos		NEU	7	buscados
4	4	0.03159642964601517	34754	9	6	rusos		NEG	6	raros
5	5	0.026075223460793495	7700	9	6	rusos		NEU	5	altos
6	6	0.023372339084744453	275	9	6	rusos		POS	4	
7	7	0.021778104826807976	13920	9	6	rusos		NEG	3	duros
8	8	0.01893696002662182	18711	9	6	rusos		NEG	2	caros
9	9	0.01862972043454647	4251	9	6	rusos		NEU	1	pequeños
0	0	0.1396932154893875	1733	10	6	rusos		POS	10	grandes
1	1	0.062026869505643845	6959	10	6	rusos		NEU	9	fuertes
2	2	0.06036433205008507	13920	10	6	rusos		NEG	8	duros
3	3	0.05175747349858284	34754	10	6	rusos		NEG	7	raros
4	4	0.04462556168437004	10782	10	6	rusos		POS	6	ricos
5	5	0.02860904484987259	7700	10	6	rusos		NEU	5	altos
6	6	0.025706589221954346	275	10	6	rusos		POS	4	
7	7	0.02123255655169487	11267	10	6	rusos		NEG	3	difíciles
8	8	0.01845485344529152	40360	10	6	rusos		NEU	2	buscados
9	9	0.015747155994176865	3838	10	6	rusos		POS	1	grande
0	0	0.0726943090558052	6959	11	6	rusos		NEU	10	fuertes
1	1	0.06874293088912964	5251	11	6	rusos		POS	9	buenos
2	2	0.03124742954969406	18711	11	6	rusos		NEG	8	caros
3	3	0.030747555196285248	13920	11	6	rusos		NEG	7	duros
4	4	0.028791368007659912	34754	11	6	rusos		NEG	6	raros
5	5	0.02660842053592205	1733	11	6	rusos		POS	5	grandes
6	6	0.026207640767097473	13484	11	6	rusos		NEG	4	largos
7	7	0.015812426805496216	3589	11	6	rusos		NEG	3	fuerte
8	8	0.015615991316735744	6002	11	6	rusos		NEG	2	duro
9	9	0.015256544575095177	10782	11	6	rusos		POS	1	ricos
0	0	0.21991240978240967	275	12	6	rusos		NEG	10	
1	1	0.046256616711616516	41403	12	6	rusos		POS	9	genios
2	2	0.03889548033475876	3128	12	6	rusos		NEU	8	amigos
3	3	0.024070411920547485	9920	12	6	rusos		NEG	7	cuantos
4	4	0.01612282544374466	26166	12	6	rusos		NEG	6	monstruos
5	5	0.015823926776647568	7301	12	6	rusos		NEG	5	hermanos
6	6	0.014175496995449066	3149	12	6	rusos		NEG	4	hombres
7	7	0.011569039896130562	3997	12	6	rusos		POS	3	dios
8	8	0.01079215295612812	20782	12	6	rusos		NEG	2	asesinos
9	9	0.010411208495497704	453	12	6	rusos		NEG	1	ex
